name,place_type,lat,lon,cost,address,nearby_wifi
JAPANESE FAST FOOD-YA,cafe,43.5952160573973,-79.51664031088501,paid,285 ROYAL YORK RD,True
FOR THE WIN CAFE,cafe,43.72422581691999,-79.41403758226656,paid,3216 YONGE ST,False
CHIPOTLE MEXICAN GRILL,cafe,43.666377722551516,-79.50399509775984,paid,"1970 ST CLAIR AVE W, F105",False
CHIPOTLE MEXICAN GRILL,cafe,43.703595711141084,-79.37741578088092,paid,"2323 YONGE ST, #100",False
VIBO RESTAURANT & CAFE,cafe,43.65584289971713,-79.50694729445954,paid,2995 BLOOR ST W,False
UTOPIA CAFE & GRILL,cafe,43.66362451268914,-79.43101582096082,paid,586 COLLEGE ST,False
SPRING CHINA HOUSE,cafe,43.77165277391756,-79.41278072321803,paid,189 SHEPPARD AVE E,False
THE RUSHTON,cafe,43.69682973078797,-79.4330505693717,paid,740 ST CLAIR AVE W,False
,cafe,43.67986095027653,-79.35202261824514,paid,479 BROADVIEW AVE,False
INDIAN ROTI HOUSE,cafe,43.66231680857348,-79.383106127316,paid,"471 CHURCH ST, LOWER LEV",False
TIM HORTONS,cafe,43.764664069513685,-79.16210189910315,paid,4351 KINGSTON RD,False
CHINA GOURMET,cafe,43.654530001121394,-79.36829954692,paid,235 CARLTON ST,False
PIZZA PIZZA,cafe,43.64219627460101,-79.37205471127318,paid,"208 QUEENS QUAY W, #9 & 10",False
MR TASTY'S DRIVE-IN,cafe,43.69242065727884,-79.31241483434556,paid,2743 DANFORTH AVE,False
POPEYE'S CHICKEN & SEAFOOD,cafe,43.70365899016993,-79.51650930158448,paid,1975 WESTON RD,False
NORTHERN BELLE,cafe,43.65413184222565,-79.40748155692361,paid,913 DUNDAS ST W,False
CAVALLINOS SPORTS CAFE,cafe,43.64195794160764,-79.5229054841659,paid,930 THE QUEENSWAY,False
QUEEN STREET WAREHOUSE,cafe,43.64013395578776,-79.38220123791339,paid,232 QUEEN ST W,False
THE STONE LION PUB,cafe,43.68041352230537,-79.31428758157325,paid,1958 QUEEN ST E,False
BURGER BOY RESTAURANT,cafe,43.74634170879129,-79.57165726289725,paid,"106 HUMBER COLLEGE BLVD, #7",False
D & Y SUSHI,cafe,43.65540897603437,-79.47516824879862,paid,2861 DUNDAS ST W,False
THE REMARKABLE BEAN,cafe,43.6529807119934,-79.33777110900726,paid,1103 QUEEN ST E,False
LEBANESE BAKERY,cafe,43.73516085203892,-79.29335388844196,paid,"2094 LAWRENCE AVE E, #2",False
ARAMARK CANADA,cafe,43.67262996064255,-79.38275053085681,paid,6 ELM AVE,False
COCO FRESH TEA & JUICE,cafe,43.828813717858026,-79.26386144020833,paid,"3300 MIDLAND AVE, #36",False
TIM HORTON'S,cafe,43.65349812073254,-79.38588297505537,paid,"100 WELLINGTON ST W, WS10",False
SABORES TRADICIONAIS,cafe,43.68074904700769,-79.50224337132846,paid,1682 ST CLAIR AVE W,False
SUBWAY SANDWICHES AND SALADS,cafe,43.74810639852743,-79.41285304449823,paid,1856 AVENUE RD,False
SUBWAY,cafe,43.65756125149219,-79.37886301413397,paid,"129 YONGE ST, A",False
PULCINELLA,cafe,43.59453790135405,-79.54274626679407,paid,3687 LAKE SHORE BLVD W,False
TIM HORTONS,cafe,43.77150688604353,-79.48620298011403,paid,3685 KEELE ST,False
HOMEMADE RAMEN,cafe,43.657081927205894,-79.40188651002445,paid,263 SPADINA AVE,False
SHREE GOVARDHAN,cafe,43.77935316866528,-79.23423180058698,paid,840 MARKHAM RD,False
POPEYES LOUISIANA KITCHEN,cafe,43.692966882081926,-79.47663780272352,paid,"2355 KEELE ST, #15A",False
TIM HORTONS #5555,cafe,43.66345793477594,-79.38384007469037,paid,663 YONGE ST,False
TIM HORTONS #5559,cafe,43.66794208739862,-79.37927556942095,paid,555 YONGE ST,False
PIZZA HUT,cafe,43.64000323623433,-79.3978706403252,paid,"720 KING ST W, #120",False
PIZZA HUT,cafe,43.62180928482965,-79.37935351629373,paid,"77 LOWER JARVIS ST, #2",False
DANFORTH PIZZA HOUSE,cafe,43.68611318510732,-79.33129451012269,paid,920 DANFORTH AVE,False
WHELAN'S GATE,cafe,43.659785002340776,-79.45494101125142,paid,1663 BLOOR ST W,False
SPORTS CAFE CHAMPIONS,cafe,43.73924299704702,-79.2525377550608,paid,2839 EGLINTON AVE E,False
CABIN FEVER,cafe,43.656016968494065,-79.45406617397944,paid,1669 BLOOR ST W,False
YUKI RESTAURANT,cafe,43.71337487327916,-79.4526320008039,paid,3259 DUFFERIN ST,False
STARBUCKS COFFEE #24209,cafe,43.744282690764905,-79.28072642179538,paid,1156 KENNEDY RD,False
THE ENTERTAINMENT KITCHEN,cafe,43.68707820110895,-79.44874609489675,paid,1559 EGLINTON AVE W,False
KINKA IZAKAYA NORTH YORK,cafe,43.77776483471665,-79.41132258686208,paid,"4775 YONGE ST, #114",False
THE FRIENDLY GREEK,cafe,43.67966397793994,-79.35251594418706,paid,494 DANFORTH AVE,False
KFC/TACO BELL,cafe,43.70403630882352,-79.41339238039019,paid,"20 EGLINTON AVE W, S108",False
CHAKO BBQ IZAKAYA,cafe,43.828821095392556,-79.26676613339149,paid,"2190 MCNICOLL AVE, #112-113",False
TIM HORTONS,cafe,43.70092988916367,-79.37341374899151,paid,2619 YONGE ST,False
REAL FRUIT BUBBLE TEA,cafe,43.80389857514851,-79.24421088609745,paid,"2301 BRIMLEY RD, B01145A",False
EGGSMART,cafe,43.779075954505174,-79.41280739485153,paid,4695 YONGE ST,False
NOOR PIZZA & CHICKEN,cafe,43.66034746451644,-79.37086549542468,paid,260 PARLIAMENT ST,False
THAI EXPRESS,cafe,43.78285368491893,-79.4090542600871,paid,"5650 YONGE ST, #16",False
SUBWAY #61252,cafe,43.678286848870734,-79.39191809895833,paid,268 DUPONT ST,False
FIGO,cafe,43.64079057684372,-79.39514195689765,paid,"295 ADELAIDE ST W, #4",False
LOCAL PUBLIC EATERY,cafe,43.71198067640679,-79.34548120698713,paid,180 LAIRD DR,False
HUGS & SARCASM,cafe,43.652557173960055,-79.41839433423318,paid,859 QUEEN ST W,False
NANDO'S,cafe,43.62810224269818,-79.57639548385893,paid,150 NORTH QUEEN ST,False
NANDO'S FLAME GRILLED CHICKEN,cafe,43.66092175399254,-79.4086392358434,paid,832 BAY ST,False
BLOOR STREET BAR & GRILL,cafe,43.67603722619521,-79.39636628845517,paid,888 BLOOR ST W,False
TRATTORIA MERCATTO,cafe,43.649218413683684,-79.38488342921941,paid,1 DUNDAS ST W,False
SUKHOTHAI,cafe,43.65390453911671,-79.41993482859614,paid,1442 DUNDAS ST W,False
STOP BBQ CHICKEN & STUFF,cafe,43.66893770111103,-79.43971821037145,paid,1216 DUFFERIN ST,False
THE BOTTOM LINE,cafe,43.6351247378246,-79.3653395424375,paid,22 FRONT ST W,False
GREENHOUSE JUICE COMPANY,cafe,43.69832909293236,-79.41689677339505,paid,417 SPADINA RD,False
K/B SUSHI + ASIAN KITCHEN,cafe,43.6112179186403,-79.56193226222558,paid,1184 THE QUEENSWAY,False
JATUJAK,cafe,43.75989365072073,-79.31449926336516,paid,1744 VICTORIA PARK AVE,False
WATTS RESTAURANT,cafe,43.71120003248074,-79.27403239274312,paid,"1 EGLINTON SQ, #145",False
TRINITY COMMON,cafe,43.65767392298474,-79.39767717051255,paid,303 AUGUSTA AVE,True
MAD MEXICAN FOOD PRODUCTS,cafe,43.66084115646079,-79.48180369292915,paid,405 JANE ST,False
BURGER SHACK,cafe,43.72220498426243,-79.39243803135469,paid,233 EGLINTON AVE W,False
TIM HORTONS,cafe,43.686283433051045,-79.33176104831838,paid,1195 DANFORTH AVE,False
ASIAN GOURMET,cafe,43.74242604979218,-79.58984852881007,paid,"1530 ALBION RD, F3",False
244 PIZZA & WINGS,cafe,43.69113046859546,-79.47683034123321,paid,1166 WESTON RD,False
SMOQUE N' BONES,cafe,43.64817600314944,-79.42029560119676,paid,869 QUEEN ST W,False
PIZZA PIZZA,cafe,43.70047922236582,-79.37901264960887,paid,2295 YONGE ST,False
PRO STOP SPORTS BAR & CAFE INC,cafe,43.696761505435134,-79.47875876715075,paid,438 ROGERS RD,False
STARBUCKS COFFEE # 23090,cafe,43.639633463997924,-79.49830843932139,paid,150 PARK LAWN RD,False
ANOUSH RESTAURANT,cafe,43.77013074089855,-79.47235731027929,paid,"170 RIMROCK RD, D2",False
TAGPUAN,cafe,43.72160783891744,-79.26811423734699,paid,"707 KENNEDY RD, #101A",False
CHATIME,cafe,43.80791483903269,-79.34069328852313,paid,175 RAVEL RD,False
R&D RESTAURANT,cafe,43.648863917305405,-79.4016973463877,paid,"241 SPADINA AVE, #2",False
REAL FRUIT BUBBLE TEA,cafe,43.75237982199669,-79.28705284129832,paid,"85 ELLESMERE RD, AF1007A",False
PIZZERIA DEFINA,cafe,43.642738672078195,-79.44789107747842,paid,321 RONCESVALLES AVE,False
PASTA TUTTI GIORNI,cafe,43.77687791173125,-79.15544796075541,paid,"98 ISLAND RD, C",False
A & W,cafe,43.65955104081796,-79.38056136963083,paid,"220 YONGE ST, FL1",False
KOREAN VILLAGE RESTAURANT,cafe,43.665635589007664,-79.43437204402659,paid,626-628 BLOOR ST W,False
FOX & FIRKIN,cafe,43.695139832477295,-79.38114509927881,paid,51 EGLINTON AVE E,False
AMERICAN EXPRESS #23016,cafe,43.79157124753051,-79.35295811130764,paid,2225 SHEPPARD AVE E,False
ST LAWRENCE CAFE BAZZAR,cafe,43.65550924036599,-79.35621270975452,paid,248 THE ESPLANADE,False
FAMILY RESTAURANT WOK&FORTURN,cafe,43.74260561115472,-79.24355594941446,paid,"2900 EGLINTON AVE E, #67",False
KATHMANDU RESTAURANT,cafe,43.68102354261526,-79.3856510477691,paid,"12 CUMBERLAND ST, LOWER LEVE",False
SUMACH ESPRESSO,cafe,43.65127110241431,-79.36905538136217,paid,118 SUMACH ST,False
PIZZA PIZZA,cafe,43.652323644688764,-79.477286521175,paid,2449 BLOOR ST W,False
KUPFERT & KIM,cafe,43.63671009786138,-79.39627584694527,paid,"140 SPADINA AVE, #103",False
CANECAS SPORTS BAR AND CAFE,cafe,43.69074269867382,-79.47377678195062,paid,"605 ROGERS RD, D6",False
SUSHI ZUKI,cafe,43.68668314800663,-79.44828955809454,paid,2030 EGLINTON AVE W,False
THE EDIBLE STORY,cafe,43.65484577042971,-79.35876647390882,paid,"320 RICHMOND ST E, #5",False
WINGPORIUM,cafe,43.623699980933445,-79.53076368984134,paid,"1000 ISLINGTON AVE, #2",False
ROSES NEWYORK RESTAURANT,cafe,43.63969365167889,-79.40004114684213,paid,115 FORT YORK BLVD,True
THAI ON ROCK,cafe,43.770512195253296,-79.23132090915486,paid,1911A ELLESMERE RD,False
BOBBETTE & BELLE,cafe,43.734054536630055,-79.39410389560571,paid,3347 YONGE ST,False
PAMENAR,cafe,43.653839258130034,-79.39171758558695,paid,307 AUGUSTA AVE,False
DESCENDANT DETROIT STYLE PIZZA,cafe,43.64721867566203,-79.34736794020615,paid,1168 QUEEN ST E,False
POPEYES CHICKEN AND SEAFOOD,cafe,43.794802027090704,-79.40846352252883,paid,6125 YONGE ST,False
HOUSE OF CHAN,cafe,43.708950054036876,-79.41688544940199,paid,514 EGLINTON AVE W,False
PAINT CABIN,cafe,43.6179465660785,-79.34112255805525,paid,723 GERRARD ST E,False
TIM HORTONS #6024,cafe,43.673919587231886,-79.31170750289945,paid,2002 QUEEN ST E,False
ROTI HUT PREMIUM PACKAGERS,cafe,43.80316042341429,-79.27891363894999,paid,351 PITFIELD RD,False
SUBWAY SANDWICHES,cafe,43.71666459740291,-79.57201717123289,paid,"2140 KIPLING AVE, #2",False
WAKO SUSHI,cafe,43.76545112890505,-79.41032291287516,paid,5213 YONGE ST,False
FREE SPIRIT @ RIVERDALE HUB,cafe,43.68287071831829,-79.31450172999908,paid,1326 GERRARD ST E,False
ICE'N CAKE,cafe,43.72888753385064,-79.35213703107007,paid,"1090 DON MILLS RD, H2",False
THE ENTERTAINMENT KITCHEN,cafe,43.68335272130913,-79.45377135529854,paid,1561 EGLINTON AVE W,False
SOTTO SOTTO RISTORANTE,cafe,43.67240542222967,-79.41106834680816,paid,"120 AVENUE RD, FL1&2",False
TIM HORTONS #5840,cafe,43.651434793967724,-79.38258333007094,paid,68 GERRARD ST W,False
SUBWAY,cafe,43.79556086210084,-79.39444876177927,paid,1533 STEELES AVE E,False
PANCER'S ORIGINAL DELI,cafe,43.73569384052933,-79.44595655820187,paid,3856 BATHURST ST,False
RIVALS SPORTS PUB,cafe,43.68150510637238,-79.34830595893034,paid,560 DANFORTH AVE,False
HAPPY LAMB HOT POT,cafe,43.79625971932909,-79.32968365546797,paid,2543 WARDEN AVE,False
MIKU RESTAURANT,cafe,43.63465227266105,-79.37135705271679,paid,"10-20 BAY ST, #105",False
SILLY GOOSE PUB,cafe,43.73909624505301,-79.30406205088998,paid,1717 VICTORIA PARK AVE,False
THE GOOD SON RESTAURANT,cafe,43.656016584033026,-79.40783959976056,paid,1096 QUEEN ST W,False
MESSINI GYROS,cafe,43.676267324841774,-79.36409011653322,paid,443-445 DANFORTH AVE,False
ZAZA ESPRESSO BAR & GELATO,cafe,43.69032159780567,-79.42801818174193,paid,775 ST CLAIR AVE W,False
OLD SCHOOL,cafe,43.65046989316114,-79.41659090412116,paid,800 DUNDAS ST W,False
DUTCH DREAMS,cafe,43.670796045837925,-79.42805210308003,paid,36 VAUGHAN RD,False
TAPAS AT EMBRUJO,cafe,43.678092103133444,-79.35799891021169,paid,97 DANFORTH AVE,False
LALE BAKERY CAFFE,cafe,43.60768487530766,-79.53536176204975,paid,3665-3669 LAKE SHORE BLVD W,False
CECI BAR/BIFF'S BISTRO,cafe,43.63075827871061,-79.38636106918521,paid,"33 YONGE ST, #101",False
LEGENDS MUSIC LLC,cafe,43.63504572642543,-79.4284275619981,paid,955 LAKE SHORE BLVD W,False
BIG PITA,cafe,43.660642776353605,-79.37311123917678,paid,115 FRONT ST E,False
BARISTA & CHEF CAFE BISTRO,cafe,43.68774560539091,-79.45447773625017,paid,1006 ST CLAIR AVE W,False
ROSELLE,cafe,43.65901657221932,-79.35915202598957,paid,362 KING ST E,False
WHAT A BAGEL,cafe,43.737618165435514,-79.4495286448933,paid,"4884 DUFFERIN ST, #7",False
THE GALLERY CLUB/THE ARBOR ROOM,cafe,43.66086598375985,-79.39174512455187,paid,7 HART HOUSE CIRCLE,False
JZ'S PIZZA,cafe,43.6421126292975,-79.39345077594405,paid,232 WELLINGTON ST W,False
KRAVE COFFEE,cafe,43.69350066342319,-79.42992763086856,paid,"781 ST CLAIR AVE W, #2",False
BARMAKEY RESTAURANT & BAR,cafe,43.768621545713266,-79.5358303192219,paid,"90 TURBINE DR, #2",False
THE RIGHT WING SPORTS PUB,cafe,43.711107338869766,-79.38566846133688,paid,2497 YONGE ST,False
CARENS,cafe,43.68947444785057,-79.38280334403818,paid,1118 YONGE ST,False
TIM HORTONS,cafe,43.7655931402362,-79.41162310679078,paid,"4968 YONGE ST, #5",False
VERY FAIR SEAFOOD CUISINE,cafe,43.80562296480726,-79.29122997265445,paid,"17 MILLIKEN BLVD, D1-2",False
POPEYES LOUISIANA KITCHEN,cafe,43.787657391715584,-79.30224695265701,paid,3571 SHEPPARD AVE E,True
LIONS DEN BAR AND GRILL,cafe,43.70232880621104,-79.52405639929299,paid,1695 JANE ST,False
I DEAL COFFEE,cafe,43.64098334274013,-79.46598115327087,paid,221 SORAUREN AVE,False
DISH COOKING STUDIO,cafe,43.66161261381771,-79.43359829366439,paid,587 COLLEGE ST,False
HARVEY'S RESTAURANT,cafe,43.70885955013296,-79.31932638349329,paid,1100 O'CONNOR DR,False
NAKAMORI,cafe,43.74098844815065,-79.2547348688324,paid,2803 EGLINTON AVE E,False
JOEY EATON CENTRE GRILL LOUNGE,cafe,43.647490489633846,-79.38080993654117,paid,"1 DUNDAS ST W, #3",False
POPEYES CHICKEN & SEAFOOD,cafe,43.81262803638906,-79.24932168872415,paid,"5641 STEELES AVE E, #2",False
LAC VIEN VIETNAMESE RESTAURANT,cafe,43.71112803617307,-79.44787781947447,paid,141 CARTWRIGHT AVE,False
PITA IKRAM,cafe,43.76321816222077,-79.47240696343215,paid,"1118 FINCH AVE W, #1A",False
THOBORS CAFE GOURMAND,cafe,43.68633518299664,-79.42622923713516,paid,1116 EGLINTON AVE W,False
TILAL BAKERY,cafe,43.75392170896703,-79.57420906389798,paid,"5601 STEELES AVE W, #1-2",False
SUBWAY RESTAURANT,cafe,43.68020580572917,-79.28584822452694,paid,968 KINGSTON RD,False
POPEYES CHICKEN & BISCUIT,cafe,43.69312210340099,-79.31471317144008,paid,"2731 DANFORTH AVE, #1",False
BASKIN-ROBBINS,cafe,43.67712395347925,-79.35430974429995,paid,552 DANFORTH AVE,False
KING EDWARD REALTY,cafe,43.655894535245984,-79.37459088654325,paid,37 KING ST E,False
HARVEY'S,cafe,43.66080304514308,-79.38180403324476,paid,278 JARVIS ST,False
KELLYS LANDING,cafe,43.61889141957068,-79.38749234088294,paid,123 FRONT ST W,False
SUBWAY SANDWICHES,cafe,43.68768962196617,-79.45860236987048,paid,1763 EGLINTON AVE W,False
STARI GRAD ETOBICOKE,cafe,43.65824304548509,-79.54794814544992,paid,3862-3866 BLOOR ST W,False
DOMINO'S PIZZA,cafe,43.68860030867763,-79.37058474934062,paid,1272 YONGE ST,False
WENDY'S,cafe,43.626393571342234,-79.55154870619607,paid,1569 THE QUEENSWAY,False
WENDY'S,cafe,43.70944149721452,-79.57751311600309,paid,2136 KIPLING AVE,False
WENDY'S,cafe,43.64799744332054,-79.53725797583738,paid,5250 DUNDAS ST W,False
WENDY'S,cafe,43.62432666353381,-79.51882974795664,paid,570 KIPLING AVE,False
FIRKIN ON THE BAY,cafe,43.61034387949647,-79.50411499600946,paid,68 MARINE PARADE DR,False
WENONA LODGE,cafe,43.671805946283676,-79.43837525021434,paid,1069 BLOOR ST W,False
PIZZAPIDE,cafe,43.65033585154487,-79.32210031100713,paid,949 GERRARD ST E,False
SUBWAY,cafe,43.72425421048546,-79.6025725915949,paid,"25 WOODBINE DOWNS BLVD, #12",False
SUSHI BAY,cafe,43.690713255583056,-79.314118522343,paid,1028 COXWELL AVE,False
LAZIZA,cafe,43.66343370265209,-79.4379005532893,paid,950 BLOOR ST W,False
F'AMELIA,cafe,43.668251230457265,-79.35992073289803,paid,12 AMELIA ST,False
SHAKEY'S ORIGINAL BAR AND GRILL,cafe,43.653514989735115,-79.48553916331005,paid,2255 BLOOR ST W,False
STARBUCKS #25370,cafe,43.74986635174299,-79.58938257923077,paid,"6620 FINCH AVE W, #13",False
DRUXY'S FAMOUS DELI #44,cafe,43.65832876570682,-79.38326024252576,paid,123 EDWARD ST,False
WING MACHINE,cafe,43.657342625376174,-79.3715614935422,paid,443 PARLIAMENT ST,False
CHATIME SCARBOROUGH,cafe,43.82110232573431,-79.26531757811577,paid,"3250 MIDLAND AVE, G107",False
THE OLD MILL,cafe,43.656069408842185,-79.51630960523255,paid,21 OLD MILL RD,False
CACTUS CLUB CAFE,cafe,43.655899658456136,-79.38664905619393,paid,"100 KING ST W, MZ0102",False
DOUBLE SUSHI JAPANESE RESTAURANT,cafe,43.69943748438837,-79.3156993072132,paid,"2795 DANFORTH AVE, #1",False
PUMPERNICKEL'S,cafe,43.650244342334,-79.35617050443604,paid,"161 BAY ST, C210",False
FMN CAFE,cafe,43.6406470409288,-79.3822440191591,paid,"506 ADELAIDE ST W, MAIN FL",False
POPEYES LOUISIANA KITCHEN,cafe,43.76540192858988,-79.41016131268542,paid,235 SHEPPARD AVE E,False
CEDAR BRAE GOLF AND COUNTRY CLUB,cafe,43.821075822632984,-79.2000541010883,paid,55 MAC FROST WAY,False
LOVELESS,cafe,43.64877541165604,-79.42264792922677,paid,1430 DUNDAS ST W,False
JIMMY'S COFFEE,cafe,43.64694667504621,-79.42187887856734,paid,15 OSSINGTON AVE,False
PHO CUU LONG MIEN TAY,cafe,43.72156567699843,-79.4930936583211,paid,2522 JANE ST,False
PIZZA RUSTICA,cafe,43.640460752556386,-79.38604788937212,paid,"270 WELLINGTON ST W, #8",False
SOMA CHOCOLATE,cafe,43.64367752952184,-79.38874645439466,paid,441-443 KING ST W,False
TIM HORTON'S,cafe,43.6841327754389,-79.55674963160165,paid,245 DIXON RD,False
SU-GOOD CHINESE RESTAURANT,cafe,43.69647779309259,-79.30700053344147,paid,2626 DANFORTH AVE,False
IMANISHI JAPANESE KITCHEN,cafe,43.652076670525126,-79.41434098896994,paid,1330 DUNDAS ST W,False
ST.LOUIS BAR & GRILL,cafe,43.740708839325144,-79.33760168216277,paid,"808 YORK MILLS RD, #24",False
ALMADINA HALAL PIZZA & BAKERY,cafe,43.76565337779593,-79.27394579531,paid,"2683 LAWRENCE AVE E, #1A",False
CHIBA JAPANESE RESTAURANT,cafe,43.79492962644507,-79.36598421571279,paid,"3555 DON MILLS RD, #5",False
COMPASS GROUP CANADA - PARKSIDE RESIDENCE,cafe,43.66137561885026,-79.38068607671342,paid,111 CARLTON ST,False
MR.SUB,cafe,43.69611558665438,-79.3131351115069,paid,1068 COXWELL AVE,False
PHO VUON LAI JASMIN GARDEN,cafe,43.82080842519257,-79.26010511800794,paid,"250 ALTON TOWERS CIR, C6",False
SOMMER SHAWARMA,cafe,43.75269182423828,-79.59856393938742,paid,"1747 ALBION RD, #4",False
LONGO'S,cafe,43.68345381557754,-79.40659787676518,paid,111 ST CLAIR AVE W,False
PANDA WOK,cafe,43.728886505404404,-79.25317781148773,paid,"462 BIRCHMOUNT RD, #40",False
RAMEN KYOUKA,cafe,43.66610718825252,-79.31136298620184,paid,2222 QUEEN ST E,False
DRUXY'S STORE NO.23,cafe,43.6543208430467,-79.38710346068643,paid,"777 BAY ST, M201",False
PANAGO,cafe,43.617300694997525,-79.38762511065842,paid,"51 LOWER SIMCOE ST, #8",False
OCEAN TREASURES FISH MARKET,cafe,43.682032217428805,-79.35083410395703,paid,565 DANFORTH AVE,False
STARBUCKS COFFEE #25624,cafe,43.691195390067854,-79.33629917226152,paid,1417 DANFORTH AVE,False
STARBUCKS COFFEE #26281,cafe,43.7864127636939,-79.39404168631718,paid,6355 YONGE ST,False
STARBUCKS COFFEE #25747,cafe,43.62842188863047,-79.54124303770244,paid,829 THE QUEENSWAY,False
STARBUCKS COFFEE #21883,cafe,43.756014338022695,-79.46512928923644,paid,1115 FINCH AVE W,False
BIWON,cafe,43.6547638277241,-79.40347571031197,paid,473 DUNDAS ST W,False
AZUMI TEPPANYAKI AND SUSHI,cafe,43.77955602169309,-79.1562081330282,paid,5516 LAWRENCE AVE E,False
ROCKIT BAR,cafe,43.69494574153142,-79.45157006962651,paid,1286 ST CLAIR AVE W,False
LUCKY SHRIKE BAR INC,cafe,43.64435868053639,-79.41965142294595,paid,850 DUNDAS ST W,False
THE GRAND TRUNK,cafe,43.64431484770799,-79.4533741666154,paid,1718 QUEEN ST W,False
MENAMI RESTAURANT,cafe,43.767810330273385,-79.4106892652434,paid,5469 YONGE ST,False
DADDY'S CHICKEN,cafe,43.68526677380582,-79.31278849924493,paid,1276 QUEEN ST E,False
DRUXY'S,cafe,43.65995376846045,-79.38792453019838,paid,550 UNIVERSITY AVE,False
HOUSE OF GOURMET SEAFOOD BBQ RESTAURANT,cafe,43.65559163025923,-79.39809079668572,paid,484 DUNDAS ST W,False
CLUCK CLUCKS,cafe,43.65810389146825,-79.368498261681,paid,"222 THE ESPLANADE, #6",False
ZAM ZAM TIKKA & KABAB INC,cafe,43.71959015226414,-79.2669616005952,paid,"462 BIRCHMOUNT RD, #50",False
KUBENDRA BY MADRAS DOSA HUT,cafe,43.74237265014494,-79.59385721439074,paid,"1123 ALBION RD, #1",False
SUSHI ON BLOOR,cafe,43.660811439997985,-79.40737533960869,paid,525 BLOOR ST W,False
BARNSTEINER'S,cafe,43.677224461566446,-79.40534287992885,paid,"1 BALMORAL AVE, #7",False
DON DON IZAKAYA,cafe,43.65648565131417,-79.38538677502915,paid,"130 DUNDAS ST W, FL2",False
ANTLER,cafe,43.6501952287263,-79.41162476439341,paid,"1454 DUNDAS ST W, FL1",False
IRENE LP,cafe,43.66155860079097,-79.37503429378617,paid,"125 QUEENS QUAY E, #141A",False
MAKER PIZZA,cafe,43.6541232184282,-79.39399294218197,paid,206 SPADINA AVE,False
TINUNO FOODS LTD,cafe,43.664054450035614,-79.36600574745027,paid,31 HOWARD ST,False
SHOUSHIN,cafe,43.732752050839025,-79.40905096852019,paid,3328 YONGE ST,False
M & Y BAKERY,cafe,43.78571673461353,-79.32282464844155,paid,"3601 VICTORIA PARK AVE, #122",False
TIM HORTONS,cafe,43.72310162017139,-79.28645205375793,paid,960 WARDEN AVE,False
KAWA SUSHI,cafe,43.66218284503945,-79.38294092831508,paid,"451 CHURCH ST, FL1",False
THE CAKESMITH INC,cafe,43.65161155317473,-79.47717497021456,paid,2352 BLOOR ST W,False
HAKKA LEGEND ASIAN CUISINE,cafe,43.71341870342039,-79.28501919418676,paid,789 WARDEN AVE,False
SZECHUAN EXPRESS,cafe,43.65375695397599,-79.38697146707237,paid,"1 DUNDAS ST W, F21",False
ALLEN'S,cafe,43.68049928685188,-79.34901985561646,paid,143 DANFORTH AVE,False
PIZZA LAND,cafe,43.73981955748666,-79.58754395568556,paid,"2700 KIPLING AVE, #5 & 6",False
RANCHO RELAXO,cafe,43.65871066119203,-79.46217163695601,paid,1635 DUPONT ST,True
SUSHI RUN,cafe,43.652332838645165,-79.51097269149736,paid,3351 BLOOR ST W,False
THE K BBQ,cafe,43.66781370764559,-79.4069312199899,paid,699 BLOOR ST W,False
KEG RESTAURANTS LTD,cafe,43.654515997406996,-79.58390995068164,paid,"25 THE WEST MALL, #600",False
BUN BO HUE PHO,cafe,43.74527239739879,-79.53541605091242,paid,2385 FINCH AVE W,False
SUBWAY @ YONGE & LAWRENCE,cafe,43.72998023118805,-79.40399693572091,paid,3295 YONGE ST,False
TAGPUAN INC,cafe,43.72995717407616,-79.28249025290913,paid,1738-1740 VICTORIA PARK AVE,False
IMPACT KITCHEN,cafe,43.65363623616972,-79.36174674113553,paid,573 KING ST E,False
BAMBOO BUDDHA CHINESE RESTAURANT,cafe,43.63730132529052,-79.39065313085128,paid,752 KING ST W,False
CHICK-N-JOY,cafe,43.8242453289981,-79.2110125430859,paid,"1160 MORNINGSIDE AVE, #4",False
POPEYES LOUISIANA KITCHEN,cafe,43.71111505115055,-79.38708680969131,paid,181 EGLINTON AVE E,False
SHAHEEN TIKKA & KABAB HOUSE,cafe,43.75072794955347,-79.35732466268259,paid,"747 DON MILLS RD, #5",False
RED KAOLIANG RESTAURANT,cafe,43.76244490177451,-79.58163185644487,paid,"2200 MARTIN GROVE RD, #9B",False
TIM HORTONS,cafe,43.71132106980552,-79.37997589205142,paid,607 EGLINTON AVE E,False
MY SUSHI,cafe,43.77677624411537,-79.41239131119318,paid,"5444 YONGE ST, #5 & 6",False
CARIBBEAN PALMS RESTAURANT,cafe,43.740849847341856,-79.35368810241742,paid,"747 DON MILLS RD, #25 & 26",False
LEBANON EXPRESS,cafe,43.657989031208764,-79.37894107962136,paid,439 YONGE ST,False
HANCOOK,cafe,43.67268488877638,-79.4164831709232,paid,"605 BLOOR ST W, BSMT",False
CAFFE DEMETRE CS1,cafe,43.7139234286935,-79.46626802955798,paid,"3250 DUFFERIN ST, #3",False
SUMMER HOUSE,cafe,43.75871545172733,-79.46223289186345,paid,568 SHEPPARD AVE W,False
THE BISTRO ON AVENUE INC,cafe,43.753101958064306,-79.40862719586123,paid,1988 AVENUE RD,False
BASIL BOX - RYERSON,cafe,43.650987722447375,-79.37800524297566,paid,351 YONGE ST,False
