HOOD_158,NEIGHBOURHOOD_158,OCC_YEAR,MCI_CATEGORY,count
085,South Parkdale (85),2016,Robbery,33
085,South Parkdale (85),2016,Theft Over,12
085,South Parkdale (85),2017,Assault,217
085,South Parkdale (85),2017,Auto Theft,18
085,South Parkdale (85),2017,Break and Enter,57
085,South Parkdale (85),2017,Robbery,29
085,South Parkdale (85),2017,Theft Over,8
085,South Parkdale (85),2018,Assault,210
085,South Parkdale (85),2018,Auto Theft,15
085,South Parkdale (85),2018,Break and Enter,86
085,South Parkdale (85),2018,Robbery,33
085,South Parkdale (85),2018,Theft Over,11
085,South Parkdale (85),2019,Assault,238
085,South Parkdale (85),2019,Auto Theft,21
085,South Parkdale (85),2019,Break and Enter,80
085,South Parkdale (85),2019,Robbery,34
085,South Parkdale (85),2019,Theft Over,21
085,South Parkdale (85),2020,Assault,245
085,South Parkdale (85),2020,Auto Theft,16
085,South Parkdale (85),2020,Break and Enter,89
085,South Parkdale (85),2020,Robbery,17
085,South Parkdale (85),2020,Theft Over,12
085,South Parkdale (85),2021,Assault,252
085,South Parkdale (85),2021,Auto Theft,17
085,South Parkdale (85),2021,Break and Enter,64
085,South Parkdale (85),2021,Robbery,19
085,South Parkdale (85),2021,Theft Over,6
085,South Parkdale (85),2022,Assault,271
085,South Parkdale (85),2022,Auto Theft,33
085,South Parkdale (85),2022,Break and Enter,60
085,South Parkdale (85),2022,Robbery,7
085,South Parkdale (85),2022,Theft Over,12
085,South Parkdale (85),2023,Assault,312
085,South Parkdale (85),2023,Auto Theft,42
085,South Parkdale (85),2023,Break and Enter,64
085,South Parkdale (85),2023,Robbery,22
085,South Parkdale (85),2023,Theft Over,19
085,South Parkdale (85),2024,Assault,275
085,South Parkdale (85),2024,Auto Theft,48
085,South Parkdale (85),2024,Break and Enter,50
085,South Parkdale (85),2024,Robbery,16
085,South Parkdale (85),2024,Theft Over,14
085,South Parkdale (85),2025,Assault,209
085,South Parkdale (85),2025,Auto Theft,18
085,South Parkdale (85),2025,Break and Enter,44
085,South Parkdale (85),2025,Robbery,13
085,South Parkdale (85),2025,Theft Over,6
086,Roncesvalles (86),2009,Assault,1
086,Roncesvalles (86),2011,Assault,1
086,Roncesvalles (86),2012,Assault,2
086,Roncesvalles (86),2013,Assault,4
086,Roncesvalles (86),2014,Assault,96
086,Roncesvalles (86),2014,Auto Theft,16
086,Roncesvalles (86),2014,Break and Enter,38
086,Roncesvalles (86),2014,Robbery,28
086,Roncesvalles (86),2014,Theft Over,2
086,Roncesvalles (86),2015,Assault,126
086,Roncesvalles (86),2015,Auto Theft,7
086,Roncesvalles (86),2015,Break and Enter,37
086,Roncesvalles (86),2015,Robbery,24
086,Roncesvalles (86),2015,Theft Over,2
086,Roncesvalles (86),2016,Assault,132
086,Roncesvalles (86),2016,Auto Theft,14
086,Roncesvalles (86),2016,Break and Enter,44
086,Roncesvalles (86),2016,Robbery,37
086,Roncesvalles (86),2016,Theft Over,3
086,Roncesvalles (86),2017,Assault,136
086,Roncesvalles (86),2017,Auto Theft,19
086,Roncesvalles (86),2017,Break and Enter,50
086,Roncesvalles (86),2017,Robbery,26
086,Roncesvalles (86),2017,Theft Over,12
086,Roncesvalles (86),2018,Assault,101
086,Roncesvalles (86),2018,Auto Theft,25
086,Roncesvalles (86),2018,Break and Enter,75
086,Roncesvalles (86),2018,Robbery,26
086,Roncesvalles (86),2018,Theft Over,6
086,Roncesvalles (86),2019,Assault,126
086,Roncesvalles (86),2019,Auto Theft,15
086,Roncesvalles (86),2019,Break and Enter,95
086,Roncesvalles (86),2019,Robbery,24
086,Roncesvalles (86),2019,Theft Over,11
086,Roncesvalles (86),2020,Assault,118
086,Roncesvalles (86),2020,Auto Theft,15
086,Roncesvalles (86),2020,Break and Enter,65
086,Roncesvalles (86),2020,Robbery,24
086,Roncesvalles (86),2020,Theft Over,3
086,Roncesvalles (86),2021,Assault,104
086,Roncesvalles (86),2021,Auto Theft,18
086,Roncesvalles (86),2021,Break and Enter,67
086,Roncesvalles (86),2021,Robbery,12
086,Roncesvalles (86),2021,Theft Over,10
086,Roncesvalles (86),2022,Assault,109
086,Roncesvalles (86),2022,Auto Theft,24
086,Roncesvalles (86),2022,Break and Enter,53
086,Roncesvalles (86),2022,Robbery,18
086,Roncesvalles (86),2022,Theft Over,6
086,Roncesvalles (86),2023,Assault,139
086,Roncesvalles (86),2023,Auto Theft,27
086,Roncesvalles (86),2023,Break and Enter,50
086,Roncesvalles (86),2023,Robbery,22
086,Roncesvalles (86),2023,Theft Over,5
086,Roncesvalles (86),2024,Assault,172
086,Roncesvalles (86),2024,Auto Theft,19
086,Roncesvalles (86),2024,Break and Enter,70
086,Roncesvalles (86),2024,Robbery,6
086,Roncesvalles (86),2024,Theft Over,8
086,Roncesvalles (86),2025,Assault,111
086,Roncesvalles (86),2025,Auto Theft,13
086,Roncesvalles (86),2025,Break and Enter,34
086,Roncesvalles (86),2025,Robbery,7
086,Roncesvalles (86),2025,Theft Over,1
087,High Park-Swansea (87),2007,Assault,1
087,High Park-Swansea (87),2009,Assault,2
087,High Park-Swansea (87),2011,Assault,1
087,High Park-Swansea (87),2012,Assault,1
087,High Park-Swansea (87),2013,Assault,1
087,High Park-Swansea (87),2013,Break and Enter,2
087,High Park-Swansea (87),2014,Assault,80
087,High Park-Swansea (87),2014,Auto Theft,15
087,High Park-Swansea (87),2014,Break and Enter,44
087,High Park-Swansea (87),2014,Robbery,19
087,High Park-Swansea (87),2014,Theft Over,7
087,High Park-Swansea (87),2015,Assault,101
087,High Park-Swansea (87),2015,Auto Theft,15
087,High Park-Swansea (87),2015,Break and Enter,50
087,High Park-Swansea (87),2015,Robbery,34
087,High Park-Swansea (87),2015,Theft Over,5
087,High Park-Swansea (87),2016,Assault,87
087,High Park-Swansea (87),2016,Auto Theft,12
087,High Park-Swansea (87),2016,Break and Enter,32
087,High Park-Swansea (87),2016,Robbery,14
087,High Park-Swansea (87),2016,Theft Over,4
087,High Park-Swansea (87),2017,Assault,82
087,High Park-Swansea (87),2017,Auto Theft,14
087,High Park-Swansea (87),2017,Break and Enter,40
087,High Park-Swansea (87),2017,Robbery,22
087,High Park-Swansea (87),2017,Theft Over,11
087,High Park-Swansea (87),2018,Assault,72
087,High Park-Swansea (87),2018,Auto Theft,20
087,High Park-Swansea (87),2018,Break and Enter,47
087,High Park-Swansea (87),2018,Robbery,12
087,High Park-Swansea (87),2018,Theft Over,1
087,High Park-Swansea (87),2019,Assault,92
087,High Park-Swansea (87),2019,Auto Theft,25
087,High Park-Swansea (87),2019,Break and Enter,52
087,High Park-Swansea (87),2019,Robbery,21
087,High Park-Swansea (87),2019,Theft Over,15
087,High Park-Swansea (87),2020,Assault,80
087,High Park-Swansea (87),2020,Auto Theft,41
087,High Park-Swansea (87),2020,Break and Enter,50
087,High Park-Swansea (87),2020,Robbery,10
087,High Park-Swansea (87),2020,Theft Over,6
087,High Park-Swansea (87),2021,Assault,78
087,High Park-Swansea (87),2021,Auto Theft,24
087,High Park-Swansea (87),2021,Break and Enter,29
087,High Park-Swansea (87),2021,Robbery,9
087,High Park-Swansea (87),2021,Theft Over,4
087,High Park-Swansea (87),2022,Assault,96
087,High Park-Swansea (87),2022,Auto Theft,75
087,High Park-Swansea (87),2022,Break and Enter,50
087,High Park-Swansea (87),2022,Robbery,10
087,High Park-Swansea (87),2022,Theft Over,5
087,High Park-Swansea (87),2023,Assault,110
087,High Park-Swansea (87),2023,Auto Theft,54
087,High Park-Swansea (87),2023,Break and Enter,51
087,High Park-Swansea (87),2023,Robbery,10
087,High Park-Swansea (87),2023,Theft Over,11
087,High Park-Swansea (87),2024,Assault,107
087,High Park-Swansea (87),2024,Auto Theft,33
087,High Park-Swansea (87),2024,Break and Enter,50
087,High Park-Swansea (87),2024,Robbery,14
087,High Park-Swansea (87),2024,Theft Over,13
087,High Park-Swansea (87),2025,Assault,89
087,High Park-Swansea (87),2025,Auto Theft,17
087,High Park-Swansea (87),2025,Break and Enter,47
087,High Park-Swansea (87),2025,Robbery,10
087,High Park-Swansea (87),2025,Theft Over,6
088,High Park North (88),2009,Assault,1
088,High Park North (88),2013,Assault,2
088,High Park North (88),2013,Theft Over,1
088,High Park North (88),2014,Assault,90
088,High Park North (88),2014,Auto Theft,11
088,High Park North (88),2014,Break and Enter,17
088,High Park North (88),2014,Robbery,19
088,High Park North (88),2014,Theft Over,7
088,High Park North (88),2015,Assault,115
088,High Park North (88),2015,Auto Theft,14
088,High Park North (88),2015,Break and Enter,70
088,High Park North (88),2015,Robbery,29
088,High Park North (88),2015,Theft Over,1
088,High Park North (88),2016,Assault,106
088,High Park North (88),2016,Auto Theft,7
088,High Park North (88),2016,Break and Enter,28
088,High Park North (88),2016,Robbery,31
088,High Park North (88),2016,Theft Over,2
088,High Park North (88),2017,Assault,114
088,High Park North (88),2017,Auto Theft,9
088,High Park North (88),2017,Break and Enter,54
088,High Park North (88),2017,Robbery,36
088,High Park North (88),2017,Theft Over,2
088,High Park North (88),2018,Assault,117
088,High Park North (88),2018,Auto Theft,20
088,High Park North (88),2018,Break and Enter,62
088,High Park North (88),2018,Robbery,26
088,High Park North (88),2018,Theft Over,5
088,High Park North (88),2019,Assault,98
088,High Park North (88),2019,Auto Theft,27
088,High Park North (88),2019,Break and Enter,67
088,High Park North (88),2019,Robbery,17
088,High Park North (88),2019,Theft Over,5
088,High Park North (88),2020,Assault,93
088,High Park North (88),2020,Auto Theft,18
088,High Park North (88),2020,Break and Enter,32
088,High Park North (88),2020,Robbery,18
088,High Park North (88),2020,Theft Over,3
088,High Park North (88),2021,Assault,100
088,High Park North (88),2021,Auto Theft,20
088,High Park North (88),2021,Break and Enter,38
088,High Park North (88),2021,Robbery,12
088,High Park North (88),2021,Theft Over,5
088,High Park North (88),2022,Assault,141
088,High Park North (88),2022,Auto Theft,38
088,High Park North (88),2022,Break and Enter,34
088,High Park North (88),2022,Robbery,18
088,High Park North (88),2022,Theft Over,7
088,High Park North (88),2023,Assault,188
088,High Park North (88),2023,Auto Theft,42
088,High Park North (88),2023,Break and Enter,55
088,High Park North (88),2023,Robbery,24
088,High Park North (88),2023,Theft Over,3
088,High Park North (88),2024,Assault,157
088,High Park North (88),2024,Auto Theft,37
088,High Park North (88),2024,Break and Enter,58
088,High Park North (88),2024,Robbery,25
088,High Park North (88),2024,Theft Over,9
088,High Park North (88),2025,Assault,123
088,High Park North (88),2025,Auto Theft,16
088,High Park North (88),2025,Break and Enter,24
088,High Park North (88),2025,Robbery,8
088,High Park North (88),2025,Theft Over,5
089,Runnymede-Bloor West Village (89),2007,Assault,1
089,Runnymede-Bloor West Village (89),2013,Assault,4
089,Runnymede-Bloor West Village (89),2014,Assault,29
089,Runnymede-Bloor West Village (89),2014,Auto Theft,16
089,Runnymede-Bloor West Village (89),2014,Break and Enter,21
089,Runnymede-Bloor West Village (89),2014,Robbery,14
089,Runnymede-Bloor West Village (89),2014,Theft Over,1
089,Runnymede-Bloor West Village (89),2015,Assault,44
089,Runnymede-Bloor West Village (89),2015,Auto Theft,12
089,Runnymede-Bloor West Village (89),2015,Break and Enter,26
089,Runnymede-Bloor West Village (89),2015,Robbery,21
089,Runnymede-Bloor West Village (89),2015,Theft Over,1
089,Runnymede-Bloor West Village (89),2016,Assault,39
089,Runnymede-Bloor West Village (89),2016,Auto Theft,9
089,Runnymede-Bloor West Village (89),2016,Break and Enter,21
089,Runnymede-Bloor West Village (89),2016,Robbery,16
089,Runnymede-Bloor West Village (89),2016,Theft Over,1
089,Runnymede-Bloor West Village (89),2017,Assault,37
089,Runnymede-Bloor West Village (89),2017,Auto Theft,20
089,Runnymede-Bloor West Village (89),2017,Break and Enter,19
089,Runnymede-Bloor West Village (89),2017,Robbery,16
089,Runnymede-Bloor West Village (89),2017,Theft Over,1
089,Runnymede-Bloor West Village (89),2018,Assault,35
089,Runnymede-Bloor West Village (89),2018,Auto Theft,27
089,Runnymede-Bloor West Village (89),2018,Break and Enter,22
089,Runnymede-Bloor West Village (89),2018,Robbery,19
089,Runnymede-Bloor West Village (89),2018,Theft Over,2
089,Runnymede-Bloor West Village (89),2019,Assault,45
089,Runnymede-Bloor West Village (89),2019,Auto Theft,31
089,Runnymede-Bloor West Village (89),2019,Break and Enter,28
089,Runnymede-Bloor West Village (89),2019,Robbery,20
089,Runnymede-Bloor West Village (89),2019,Theft Over,3
089,Runnymede-Bloor West Village (89),2020,Assault,34
089,Runnymede-Bloor West Village (89),2020,Auto Theft,17
089,Runnymede-Bloor West Village (89),2020,Break and Enter,29
089,Runnymede-Bloor West Village (89),2020,Robbery,8
089,Runnymede-Bloor West Village (89),2020,Theft Over,2
089,Runnymede-Bloor West Village (89),2021,Assault,25
089,Runnymede-Bloor West Village (89),2021,Auto Theft,23
089,Runnymede-Bloor West Village (89),2021,Break and Enter,11
089,Runnymede-Bloor West Village (89),2021,Robbery,5
089,Runnymede-Bloor West Village (89),2021,Theft Over,8
089,Runnymede-Bloor West Village (89),2022,Assault,44
089,Runnymede-Bloor West Village (89),2022,Auto Theft,29
089,Runnymede-Bloor West Village (89),2022,Break and Enter,22
089,Runnymede-Bloor West Village (89),2022,Robbery,13
089,Runnymede-Bloor West Village (89),2023,Assault,53
089,Runnymede-Bloor West Village (89),2023,Auto Theft,43
089,Runnymede-Bloor West Village (89),2023,Break and Enter,32
089,Runnymede-Bloor West Village (89),2023,Robbery,18
089,Runnymede-Bloor West Village (89),2023,Theft Over,6
089,Runnymede-Bloor West Village (89),2024,Assault,50
089,Runnymede-Bloor West Village (89),2024,Auto Theft,26
089,Runnymede-Bloor West Village (89),2024,Break and Enter,29
089,Runnymede-Bloor West Village (89),2024,Robbery,6
089,Runnymede-Bloor West Village (89),2024,Theft Over,2
089,Runnymede-Bloor West Village (89),2025,Assault,52
089,Runnymede-Bloor West Village (89),2025,Auto Theft,16
089,Runnymede-Bloor West Village (89),2025,Break and Enter,10
089,Runnymede-Bloor West Village (89),2025,Robbery,6
089,Runnymede-Bloor West Village (89),2025,Theft Over,1
090,Junction Area (90),2004,Assault,1
090,Junction Area (90),2012,Assault,1
090,Junction Area (90),2013,Assault,1
090,Junction Area (90),2014,Assault,101
090,Junction Area (90),2014,Auto Theft,25
090,Junction Area (90),2014,Break and Enter,36
090,Junction Area (90),2014,Robbery,15
090,Junction Area (90),2014,Theft Over,6
090,Junction Area (90),2015,Assault,104
090,Junction Area (90),2015,Auto Theft,26
090,Junction Area (90),2015,Break and Enter,33
090,Junction Area (90),2015,Robbery,17
090,Junction Area (90),2015,Theft Over,2
090,Junction Area (90),2016,Assault,108
090,Junction Area (90),2016,Auto Theft,20
090,Junction Area (90),2016,Break and Enter,34
090,Junction Area (90),2016,Robbery,13
090,Junction Area (90),2016,Theft Over,2
090,Junction Area (90),2017,Assault,92
090,Junction Area (90),2017,Auto Theft,24
090,Junction Area (90),2017,Break and Enter,46
090,Junction Area (90),2017,Robbery,17
090,Junction Area (90),2017,Theft Over,8
090,Junction Area (90),2018,Assault,133
090,Junction Area (90),2018,Auto Theft,37
090,Junction Area (90),2018,Break and Enter,63
090,Junction Area (90),2018,Robbery,27
090,Junction Area (90),2018,Theft Over,7
090,Junction Area (90),2019,Assault,98
090,Junction Area (90),2019,Auto Theft,32
090,Junction Area (90),2019,Break and Enter,45
090,Junction Area (90),2019,Robbery,14
090,Junction Area (90),2019,Theft Over,9
090,Junction Area (90),2020,Assault,103
090,Junction Area (90),2020,Auto Theft,36
090,Junction Area (90),2020,Break and Enter,49
090,Junction Area (90),2020,Robbery,12
090,Junction Area (90),2020,Theft Over,6
090,Junction Area (90),2021,Assault,116
090,Junction Area (90),2021,Auto Theft,26
090,Junction Area (90),2021,Break and Enter,45
090,Junction Area (90),2021,Robbery,9
090,Junction Area (90),2021,Theft Over,6
090,Junction Area (90),2022,Assault,116
090,Junction Area (90),2022,Auto Theft,47
090,Junction Area (90),2022,Break and Enter,57
090,Junction Area (90),2022,Robbery,23
090,Junction Area (90),2022,Theft Over,11
090,Junction Area (90),2023,Assault,134
090,Junction Area (90),2023,Auto Theft,46
090,Junction Area (90),2023,Break and Enter,67
090,Junction Area (90),2023,Robbery,19
090,Junction Area (90),2023,Theft Over,9
090,Junction Area (90),2024,Assault,156
090,Junction Area (90),2024,Auto Theft,71
090,Junction Area (90),2024,Break and Enter,65
090,Junction Area (90),2024,Robbery,14
090,Junction Area (90),2024,Theft Over,12
090,Junction Area (90),2025,Assault,112
090,Junction Area (90),2025,Auto Theft,27
090,Junction Area (90),2025,Break and Enter,34
090,Junction Area (90),2025,Robbery,8
090,Junction Area (90),2025,Theft Over,12
091,Weston-Pelham Park (91),2009,Assault,3
091,Weston-Pelham Park (91),2010,Assault,2
091,Weston-Pelham Park (91),2011,Assault,3
091,Weston-Pelham Park (91),2012,Assault,2
091,Weston-Pelham Park (91),2013,Assault,3
091,Weston-Pelham Park (91),2013,Break and Enter,1
091,Weston-Pelham Park (91),2014,Assault,95
091,Weston-Pelham Park (91),2014,Auto Theft,23
091,Weston-Pelham Park (91),2014,Break and Enter,26
091,Weston-Pelham Park (91),2014,Robbery,11
091,Weston-Pelham Park (91),2014,Theft Over,4
091,Weston-Pelham Park (91),2015,Assault,96
091,Weston-Pelham Park (91),2015,Auto Theft,16
091,Weston-Pelham Park (91),2015,Break and Enter,22
091,Weston-Pelham Park (91),2015,Robbery,13
091,Weston-Pelham Park (91),2015,Theft Over,5
091,Weston-Pelham Park (91),2016,Assault,94
091,Weston-Pelham Park (91),2016,Auto Theft,16
091,Weston-Pelham Park (91),2016,Break and Enter,16
091,Weston-Pelham Park (91),2016,Robbery,15
091,Weston-Pelham Park (91),2016,Theft Over,7
091,Weston-Pelham Park (91),2017,Assault,84
091,Weston-Pelham Park (91),2017,Auto Theft,8
091,Weston-Pelham Park (91),2017,Break and Enter,8
091,Weston-Pelham Park (91),2017,Robbery,10
091,Weston-Pelham Park (91),2017,Theft Over,1
091,Weston-Pelham Park (91),2018,Assault,79
091,Weston-Pelham Park (91),2018,Auto Theft,14
091,Weston-Pelham Park (91),2018,Break and Enter,23
091,Weston-Pelham Park (91),2018,Robbery,25
091,Weston-Pelham Park (91),2018,Theft Over,2
091,Weston-Pelham Park (91),2019,Assault,107
091,Weston-Pelham Park (91),2019,Auto Theft,14
091,Weston-Pelham Park (91),2019,Break and Enter,24
091,Weston-Pelham Park (91),2019,Robbery,5
091,Weston-Pelham Park (91),2019,Theft Over,3
091,Weston-Pelham Park (91),2020,Assault,104
091,Weston-Pelham Park (91),2020,Auto Theft,18
091,Weston-Pelham Park (91),2020,Break and Enter,30
091,Weston-Pelham Park (91),2020,Robbery,4
091,Weston-Pelham Park (91),2020,Theft Over,3
091,Weston-Pelham Park (91),2021,Assault,87
091,Weston-Pelham Park (91),2021,Auto Theft,16
091,Weston-Pelham Park (91),2021,Break and Enter,23
091,Weston-Pelham Park (91),2021,Robbery,6
091,Weston-Pelham Park (91),2021,Theft Over,1
091,Weston-Pelham Park (91),2022,Assault,104
091,Weston-Pelham Park (91),2022,Auto Theft,29
091,Weston-Pelham Park (91),2022,Break and Enter,15
091,Weston-Pelham Park (91),2022,Robbery,11
091,Weston-Pelham Park (91),2022,Theft Over,3
091,Weston-Pelham Park (91),2023,Assault,111
091,Weston-Pelham Park (91),2023,Auto Theft,23
091,Weston-Pelham Park (91),2023,Break and Enter,37
091,Weston-Pelham Park (91),2023,Robbery,6
091,Weston-Pelham Park (91),2023,Theft Over,4
091,Weston-Pelham Park (91),2024,Assault,127
091,Weston-Pelham Park (91),2024,Auto Theft,24
091,Weston-Pelham Park (91),2024,Break and Enter,28
091,Weston-Pelham Park (91),2024,Robbery,7
091,Weston-Pelham Park (91),2024,Theft Over,3
091,Weston-Pelham Park (91),2025,Assault,47
091,Weston-Pelham Park (91),2025,Auto Theft,10
091,Weston-Pelham Park (91),2025,Break and Enter,17
091,Weston-Pelham Park (91),2025,Robbery,6
091,Weston-Pelham Park (91),2025,Theft Over,3
092,Corso Italia-Davenport (92),2013,Assault,5
092,Corso Italia-Davenport (92),2014,Assault,71
092,Corso Italia-Davenport (92),2014,Auto Theft,16
092,Corso Italia-Davenport (92),2014,Break and Enter,29
092,Corso Italia-Davenport (92),2014,Robbery,21
092,Corso Italia-Davenport (92),2014,Theft Over,2
092,Corso Italia-Davenport (92),2015,Assault,89
092,Corso Italia-Davenport (92),2015,Auto Theft,10
092,Corso Italia-Davenport (92),2015,Break and Enter,22
092,Corso Italia-Davenport (92),2015,Robbery,17
092,Corso Italia-Davenport (92),2015,Theft Over,4
092,Corso Italia-Davenport (92),2016,Assault,72
092,Corso Italia-Davenport (92),2016,Auto Theft,8
092,Corso Italia-Davenport (92),2016,Break and Enter,15
092,Corso Italia-Davenport (92),2016,Robbery,30
092,Corso Italia-Davenport (92),2016,Theft Over,2
092,Corso Italia-Davenport (92),2017,Assault,97
092,Corso Italia-Davenport (92),2017,Auto Theft,12
092,Corso Italia-Davenport (92),2017,Break and Enter,31
092,Corso Italia-Davenport (92),2017,Robbery,32
092,Corso Italia-Davenport (92),2017,Theft Over,3
092,Corso Italia-Davenport (92),2018,Assault,97
092,Corso Italia-Davenport (92),2018,Auto Theft,11
092,Corso Italia-Davenport (92),2018,Break and Enter,32
092,Corso Italia-Davenport (92),2018,Robbery,20
092,Corso Italia-Davenport (92),2018,Theft Over,6
092,Corso Italia-Davenport (92),2019,Assault,93
092,Corso Italia-Davenport (92),2019,Auto Theft,16
092,Corso Italia-Davenport (92),2019,Break and Enter,40
092,Corso Italia-Davenport (92),2019,Robbery,33
092,Corso Italia-Davenport (92),2019,Theft Over,7
092,Corso Italia-Davenport (92),2020,Assault,83
092,Corso Italia-Davenport (92),2020,Auto Theft,12
092,Corso Italia-Davenport (92),2020,Break and Enter,41
092,Corso Italia-Davenport (92),2020,Robbery,12
092,Corso Italia-Davenport (92),2020,Theft Over,5
092,Corso Italia-Davenport (92),2021,Assault,123
092,Corso Italia-Davenport (92),2021,Auto Theft,24
092,Corso Italia-Davenport (92),2021,Break and Enter,31
092,Corso Italia-Davenport (92),2021,Robbery,1
092,Corso Italia-Davenport (92),2021,Theft Over,3
092,Corso Italia-Davenport (92),2022,Assault,115
092,Corso Italia-Davenport (92),2022,Auto Theft,38
092,Corso Italia-Davenport (92),2022,Break and Enter,25
092,Corso Italia-Davenport (92),2022,Robbery,10
092,Corso Italia-Davenport (92),2022,Theft Over,3
092,Corso Italia-Davenport (92),2023,Assault,141
092,Corso Italia-Davenport (92),2023,Auto Theft,43
092,Corso Italia-Davenport (92),2023,Break and Enter,41
092,Corso Italia-Davenport (92),2023,Robbery,20
092,Corso Italia-Davenport (92),2023,Theft Over,11
092,Corso Italia-Davenport (92),2024,Assault,128
092,Corso Italia-Davenport (92),2024,Auto Theft,36
092,Corso Italia-Davenport (92),2024,Break and Enter,30
092,Corso Italia-Davenport (92),2024,Robbery,26
092,Corso Italia-Davenport (92),2024,Theft Over,8
092,Corso Italia-Davenport (92),2025,Assault,100
092,Corso Italia-Davenport (92),2025,Auto Theft,26
092,Corso Italia-Davenport (92),2025,Break and Enter,20
092,Corso Italia-Davenport (92),2025,Robbery,5
092,Corso Italia-Davenport (92),2025,Theft Over,3
094,Wychwood (94),2010,Assault,2
094,Wychwood (94),2013,Theft Over,1
094,Wychwood (94),2014,Assault,53
094,Wychwood (94),2014,Auto Theft,5
094,Wychwood (94),2014,Break and Enter,32
094,Wychwood (94),2014,Robbery,15
094,Wychwood (94),2014,Theft Over,2
094,Wychwood (94),2015,Assault,74
094,Wychwood (94),2015,Auto Theft,15
094,Wychwood (94),2015,Break and Enter,30
094,Wychwood (94),2015,Robbery,12
094,Wychwood (94),2015,Theft Over,3
094,Wychwood (94),2016,Assault,79
094,Wychwood (94),2016,Auto Theft,19
094,Wychwood (94),2016,Break and Enter,27
094,Wychwood (94),2016,Robbery,9
094,Wychwood (94),2016,Theft Over,2
094,Wychwood (94),2017,Assault,53
094,Wychwood (94),2017,Auto Theft,12
094,Wychwood (94),2017,Break and Enter,38
094,Wychwood (94),2017,Robbery,17
094,Wychwood (94),2017,Theft Over,4
094,Wychwood (94),2018,Assault,76
094,Wychwood (94),2018,Auto Theft,21
094,Wychwood (94),2018,Break and Enter,31
094,Wychwood (94),2018,Robbery,20
094,Wychwood (94),2018,Theft Over,2
094,Wychwood (94),2019,Assault,67
094,Wychwood (94),2019,Auto Theft,9
094,Wychwood (94),2019,Break and Enter,48
094,Wychwood (94),2019,Robbery,11
094,Wychwood (94),2020,Assault,84
094,Wychwood (94),2020,Auto Theft,26
094,Wychwood (94),2020,Break and Enter,46
094,Wychwood (94),2020,Robbery,19
094,Wychwood (94),2020,Theft Over,1
094,Wychwood (94),2021,Assault,56
094,Wychwood (94),2021,Auto Theft,13
094,Wychwood (94),2021,Break and Enter,32
094,Wychwood (94),2021,Robbery,5
094,Wychwood (94),2021,Theft Over,2
094,Wychwood (94),2022,Assault,81
094,Wychwood (94),2022,Auto Theft,34
094,Wychwood (94),2022,Break and Enter,28
094,Wychwood (94),2022,Robbery,6
094,Wychwood (94),2022,Theft Over,9
094,Wychwood (94),2023,Assault,90
094,Wychwood (94),2023,Auto Theft,27
094,Wychwood (94),2023,Break and Enter,42
094,Wychwood (94),2023,Robbery,25
094,Wychwood (94),2023,Theft Over,1
094,Wychwood (94),2024,Assault,96
094,Wychwood (94),2024,Auto Theft,32
094,Wychwood (94),2024,Break and Enter,35
094,Wychwood (94),2024,Robbery,6
094,Wychwood (94),2024,Theft Over,7
094,Wychwood (94),2025,Assault,71
094,Wychwood (94),2025,Auto Theft,19
094,Wychwood (94),2025,Break and Enter,28
094,Wychwood (94),2025,Robbery,2
094,Wychwood (94),2025,Theft Over,5
095,Annex (95),2000,Theft Over,1
095,Annex (95),2009,Assault,2
095,Annex (95),2013,Assault,3
095,Annex (95),2013,Break and Enter,1
095,Annex (95),2013,Theft Over,6
095,Annex (95),2014,Assault,237
095,Annex (95),2014,Auto Theft,13
095,Annex (95),2014,Break and Enter,156
095,Annex (95),2014,Robbery,51
095,Annex (95),2014,Theft Over,19
095,Annex (95),2015,Assault,250
095,Annex (95),2015,Auto Theft,15
095,Annex (95),2015,Break and Enter,108
095,Annex (95),2015,Robbery,52
095,Annex (95),2015,Theft Over,19
095,Annex (95),2016,Assault,285
095,Annex (95),2016,Auto Theft,20
095,Annex (95),2016,Break and Enter,124
095,Annex (95),2016,Robbery,50
095,Annex (95),2016,Theft Over,21
095,Annex (95),2017,Assault,278
095,Annex (95),2017,Auto Theft,25
095,Annex (95),2017,Break and Enter,117
095,Annex (95),2017,Robbery,67
095,Annex (95),2017,Theft Over,33
095,Annex (95),2018,Assault,274
095,Annex (95),2018,Auto Theft,34
095,Annex (95),2018,Break and Enter,173
095,Annex (95),2018,Robbery,45
095,Annex (95),2018,Theft Over,48
095,Annex (95),2019,Assault,316
095,Annex (95),2019,Auto Theft,27
095,Annex (95),2019,Break and Enter,216
095,Annex (95),2019,Robbery,38
095,Annex (95),2019,Theft Over,41
095,Annex (95),2020,Assault,284
095,Annex (95),2020,Auto Theft,39
095,Annex (95),2020,Break and Enter,204
095,Annex (95),2020,Robbery,44
095,Annex (95),2020,Theft Over,30
095,Annex (95),2021,Assault,301
095,Annex (95),2021,Auto Theft,39
095,Annex (95),2021,Break and Enter,153
095,Annex (95),2021,Robbery,54
095,Annex (95),2021,Theft Over,36
095,Annex (95),2022,Assault,387
095,Annex (95),2022,Auto Theft,69
095,Annex (95),2022,Break and Enter,140
095,Annex (95),2022,Robbery,44
095,Annex (95),2022,Theft Over,40
095,Annex (95),2023,Assault,401
095,Annex (95),2023,Auto Theft,87
095,Annex (95),2023,Break and Enter,137
095,Annex (95),2023,Robbery,60
