HOOD_158,NEIGHBOURHOOD_158,OCC_YEAR,MCI_CATEGORY,count
027,York University Heights (27),2022,Assault,353
027,York University Heights (27),2022,Auto Theft,230
027,York University Heights (27),2022,Break and Enter,127
027,York University Heights (27),2022,Robbery,51
027,York University Heights (27),2022,Theft Over,60
027,York University Heights (27),2023,Assault,398
027,York University Heights (27),2023,Auto Theft,267
027,York University Heights (27),2023,Break and Enter,216
027,York University Heights (27),2023,Robbery,108
027,York University Heights (27),2023,Theft Over,40
027,York University Heights (27),2024,Assault,396
027,York University Heights (27),2024,Auto Theft,232
027,York University Heights (27),2024,Break and Enter,130
027,York University Heights (27),2024,Robbery,67
027,York University Heights (27),2024,Theft Over,40
027,York University Heights (27),2025,Assault,320
027,York University Heights (27),2025,Auto Theft,147
027,York University Heights (27),2025,Break and Enter,96
027,York University Heights (27),2025,Robbery,36
027,York University Heights (27),2025,Theft Over,38
028,Rustic (28),2011,Assault,3
028,Rustic (28),2014,Assault,58
028,Rustic (28),2014,Auto Theft,8
028,Rustic (28),2014,Break and Enter,21
028,Rustic (28),2014,Robbery,16
028,Rustic (28),2014,Theft Over,1
028,Rustic (28),2015,Assault,69
028,Rustic (28),2015,Auto Theft,18
028,Rustic (28),2015,Break and Enter,17
028,Rustic (28),2015,Robbery,20
028,Rustic (28),2015,Theft Over,1
028,Rustic (28),2016,Assault,85
028,Rustic (28),2016,Auto Theft,10
028,Rustic (28),2016,Break and Enter,17
028,Rustic (28),2016,Robbery,9
028,Rustic (28),2016,Theft Over,3
028,Rustic (28),2017,Assault,66
028,Rustic (28),2017,Auto Theft,13
028,Rustic (28),2017,Break and Enter,12
028,Rustic (28),2017,Robbery,6
028,Rustic (28),2017,Theft Over,1
028,Rustic (28),2018,Assault,76
028,Rustic (28),2018,Auto Theft,15
028,Rustic (28),2018,Break and Enter,9
028,Rustic (28),2018,Robbery,8
028,Rustic (28),2018,Theft Over,2
028,Rustic (28),2019,Assault,69
028,Rustic (28),2019,Auto Theft,39
028,Rustic (28),2019,Break and Enter,14
028,Rustic (28),2019,Robbery,6
028,Rustic (28),2019,Theft Over,1
028,Rustic (28),2020,Assault,64
028,Rustic (28),2020,Auto Theft,23
028,Rustic (28),2020,Break and Enter,15
028,Rustic (28),2020,Robbery,8
028,Rustic (28),2020,Theft Over,5
028,Rustic (28),2021,Assault,77
028,Rustic (28),2021,Auto Theft,15
028,Rustic (28),2021,Break and Enter,7
028,Rustic (28),2021,Robbery,6
028,Rustic (28),2022,Assault,85
028,Rustic (28),2022,Auto Theft,36
028,Rustic (28),2022,Break and Enter,10
028,Rustic (28),2022,Robbery,4
028,Rustic (28),2022,Theft Over,5
028,Rustic (28),2023,Assault,89
028,Rustic (28),2023,Auto Theft,37
028,Rustic (28),2023,Break and Enter,19
028,Rustic (28),2023,Robbery,3
028,Rustic (28),2023,Theft Over,2
028,Rustic (28),2024,Assault,105
028,Rustic (28),2024,Auto Theft,27
028,Rustic (28),2024,Break and Enter,14
028,Rustic (28),2024,Robbery,11
028,Rustic (28),2024,Theft Over,1
028,Rustic (28),2025,Assault,68
028,Rustic (28),2025,Auto Theft,15
028,Rustic (28),2025,Break and Enter,7
028,Rustic (28),2025,Robbery,2
028,Rustic (28),2025,Theft Over,3
029,Maple Leaf (29),2011,Assault,2
029,Maple Leaf (29),2012,Assault,3
029,Maple Leaf (29),2012,Auto Theft,1
029,Maple Leaf (29),2012,Theft Over,1
029,Maple Leaf (29),2013,Assault,2
029,Maple Leaf (29),2014,Assault,22
029,Maple Leaf (29),2014,Auto Theft,7
029,Maple Leaf (29),2014,Break and Enter,14
029,Maple Leaf (29),2014,Robbery,9
029,Maple Leaf (29),2015,Assault,31
029,Maple Leaf (29),2015,Auto Theft,18
029,Maple Leaf (29),2015,Break and Enter,13
029,Maple Leaf (29),2015,Robbery,3
029,Maple Leaf (29),2015,Theft Over,3
029,Maple Leaf (29),2016,Assault,44
029,Maple Leaf (29),2016,Auto Theft,14
029,Maple Leaf (29),2016,Break and Enter,18
029,Maple Leaf (29),2016,Robbery,8
029,Maple Leaf (29),2017,Assault,20
029,Maple Leaf (29),2017,Auto Theft,8
029,Maple Leaf (29),2017,Break and Enter,10
029,Maple Leaf (29),2017,Robbery,2
029,Maple Leaf (29),2017,Theft Over,2
029,Maple Leaf (29),2018,Assault,28
029,Maple Leaf (29),2018,Auto Theft,13
029,Maple Leaf (29),2018,Break and Enter,7
029,Maple Leaf (29),2018,Robbery,6
029,Maple Leaf (29),2018,Theft Over,4
029,Maple Leaf (29),2019,Assault,31
029,Maple Leaf (29),2019,Auto Theft,25
029,Maple Leaf (29),2019,Break and Enter,15
029,Maple Leaf (29),2019,Robbery,4
029,Maple Leaf (29),2019,Theft Over,3
029,Maple Leaf (29),2020,Assault,30
029,Maple Leaf (29),2020,Auto Theft,18
029,Maple Leaf (29),2020,Break and Enter,11
029,Maple Leaf (29),2020,Robbery,2
029,Maple Leaf (29),2020,Theft Over,2
029,Maple Leaf (29),2021,Assault,35
029,Maple Leaf (29),2021,Auto Theft,13
029,Maple Leaf (29),2021,Break and Enter,10
029,Maple Leaf (29),2021,Robbery,1
029,Maple Leaf (29),2021,Theft Over,3
029,Maple Leaf (29),2022,Assault,53
029,Maple Leaf (29),2022,Auto Theft,47
029,Maple Leaf (29),2022,Break and Enter,21
029,Maple Leaf (29),2022,Robbery,5
029,Maple Leaf (29),2022,Theft Over,3
029,Maple Leaf (29),2023,Assault,49
029,Maple Leaf (29),2023,Auto Theft,48
029,Maple Leaf (29),2023,Break and Enter,16
029,Maple Leaf (29),2023,Robbery,5
029,Maple Leaf (29),2023,Theft Over,1
029,Maple Leaf (29),2024,Assault,45
029,Maple Leaf (29),2024,Auto Theft,44
029,Maple Leaf (29),2024,Break and Enter,17
029,Maple Leaf (29),2024,Robbery,2
029,Maple Leaf (29),2024,Theft Over,2
029,Maple Leaf (29),2025,Assault,28
029,Maple Leaf (29),2025,Auto Theft,27
029,Maple Leaf (29),2025,Break and Enter,7
029,Maple Leaf (29),2025,Robbery,4
029,Maple Leaf (29),2025,Theft Over,3
030,Brookhaven-Amesbury (30),2005,Assault,2
030,Brookhaven-Amesbury (30),2008,Auto Theft,1
030,Brookhaven-Amesbury (30),2011,Assault,3
030,Brookhaven-Amesbury (30),2012,Assault,2
030,Brookhaven-Amesbury (30),2013,Assault,2
030,Brookhaven-Amesbury (30),2013,Auto Theft,1
030,Brookhaven-Amesbury (30),2013,Break and Enter,1
030,Brookhaven-Amesbury (30),2013,Theft Over,1
030,Brookhaven-Amesbury (30),2014,Assault,84
030,Brookhaven-Amesbury (30),2014,Auto Theft,38
030,Brookhaven-Amesbury (30),2014,Break and Enter,23
030,Brookhaven-Amesbury (30),2014,Robbery,30
030,Brookhaven-Amesbury (30),2014,Theft Over,5
030,Brookhaven-Amesbury (30),2015,Assault,96
030,Brookhaven-Amesbury (30),2015,Auto Theft,42
030,Brookhaven-Amesbury (30),2015,Break and Enter,44
030,Brookhaven-Amesbury (30),2015,Robbery,16
030,Brookhaven-Amesbury (30),2015,Theft Over,7
030,Brookhaven-Amesbury (30),2016,Assault,113
030,Brookhaven-Amesbury (30),2016,Auto Theft,31
030,Brookhaven-Amesbury (30),2016,Break and Enter,31
030,Brookhaven-Amesbury (30),2016,Robbery,30
030,Brookhaven-Amesbury (30),2016,Theft Over,1
030,Brookhaven-Amesbury (30),2017,Assault,120
030,Brookhaven-Amesbury (30),2017,Auto Theft,23
030,Brookhaven-Amesbury (30),2017,Break and Enter,34
030,Brookhaven-Amesbury (30),2017,Robbery,19
030,Brookhaven-Amesbury (30),2017,Theft Over,10
030,Brookhaven-Amesbury (30),2018,Assault,98
030,Brookhaven-Amesbury (30),2018,Auto Theft,47
030,Brookhaven-Amesbury (30),2018,Break and Enter,32
030,Brookhaven-Amesbury (30),2018,Robbery,20
030,Brookhaven-Amesbury (30),2018,Theft Over,11
030,Brookhaven-Amesbury (30),2019,Assault,104
030,Brookhaven-Amesbury (30),2019,Auto Theft,35
030,Brookhaven-Amesbury (30),2019,Break and Enter,51
030,Brookhaven-Amesbury (30),2019,Robbery,20
030,Brookhaven-Amesbury (30),2019,Theft Over,10
030,Brookhaven-Amesbury (30),2020,Assault,92
030,Brookhaven-Amesbury (30),2020,Auto Theft,58
030,Brookhaven-Amesbury (30),2020,Break and Enter,33
030,Brookhaven-Amesbury (30),2020,Robbery,16
030,Brookhaven-Amesbury (30),2020,Theft Over,8
030,Brookhaven-Amesbury (30),2021,Assault,128
030,Brookhaven-Amesbury (30),2021,Auto Theft,49
030,Brookhaven-Amesbury (30),2021,Break and Enter,26
030,Brookhaven-Amesbury (30),2021,Robbery,15
030,Brookhaven-Amesbury (30),2021,Theft Over,5
030,Brookhaven-Amesbury (30),2022,Assault,137
030,Brookhaven-Amesbury (30),2022,Auto Theft,67
030,Brookhaven-Amesbury (30),2022,Break and Enter,20
030,Brookhaven-Amesbury (30),2022,Robbery,12
030,Brookhaven-Amesbury (30),2022,Theft Over,8
030,Brookhaven-Amesbury (30),2023,Assault,154
030,Brookhaven-Amesbury (30),2023,Auto Theft,80
030,Brookhaven-Amesbury (30),2023,Break and Enter,35
030,Brookhaven-Amesbury (30),2023,Robbery,30
030,Brookhaven-Amesbury (30),2023,Theft Over,10
030,Brookhaven-Amesbury (30),2024,Assault,129
030,Brookhaven-Amesbury (30),2024,Auto Theft,54
030,Brookhaven-Amesbury (30),2024,Break and Enter,45
030,Brookhaven-Amesbury (30),2024,Robbery,19
030,Brookhaven-Amesbury (30),2024,Theft Over,7
030,Brookhaven-Amesbury (30),2025,Assault,77
030,Brookhaven-Amesbury (30),2025,Auto Theft,26
030,Brookhaven-Amesbury (30),2025,Break and Enter,23
030,Brookhaven-Amesbury (30),2025,Robbery,10
030,Brookhaven-Amesbury (30),2025,Theft Over,8
031,Yorkdale-Glen Park (31),2000,Assault,1
031,Yorkdale-Glen Park (31),2010,Break and Enter,1
031,Yorkdale-Glen Park (31),2011,Assault,1
031,Yorkdale-Glen Park (31),2012,Break and Enter,1
031,Yorkdale-Glen Park (31),2013,Assault,7
031,Yorkdale-Glen Park (31),2013,Auto Theft,1
031,Yorkdale-Glen Park (31),2013,Break and Enter,1
031,Yorkdale-Glen Park (31),2014,Assault,105
031,Yorkdale-Glen Park (31),2014,Auto Theft,67
031,Yorkdale-Glen Park (31),2014,Break and Enter,51
031,Yorkdale-Glen Park (31),2014,Robbery,23
031,Yorkdale-Glen Park (31),2014,Theft Over,23
031,Yorkdale-Glen Park (31),2015,Assault,133
031,Yorkdale-Glen Park (31),2015,Auto Theft,52
031,Yorkdale-Glen Park (31),2015,Break and Enter,55
031,Yorkdale-Glen Park (31),2015,Robbery,21
031,Yorkdale-Glen Park (31),2015,Theft Over,18
031,Yorkdale-Glen Park (31),2016,Assault,180
031,Yorkdale-Glen Park (31),2016,Auto Theft,43
031,Yorkdale-Glen Park (31),2016,Break and Enter,65
031,Yorkdale-Glen Park (31),2016,Robbery,24
031,Yorkdale-Glen Park (31),2016,Theft Over,24
031,Yorkdale-Glen Park (31),2017,Assault,163
031,Yorkdale-Glen Park (31),2017,Auto Theft,51
031,Yorkdale-Glen Park (31),2017,Break and Enter,58
031,Yorkdale-Glen Park (31),2017,Robbery,34
031,Yorkdale-Glen Park (31),2017,Theft Over,24
031,Yorkdale-Glen Park (31),2018,Assault,173
031,Yorkdale-Glen Park (31),2018,Auto Theft,62
031,Yorkdale-Glen Park (31),2018,Break and Enter,65
031,Yorkdale-Glen Park (31),2018,Robbery,49
031,Yorkdale-Glen Park (31),2018,Theft Over,19
031,Yorkdale-Glen Park (31),2019,Assault,214
031,Yorkdale-Glen Park (31),2019,Auto Theft,63
031,Yorkdale-Glen Park (31),2019,Break and Enter,89
031,Yorkdale-Glen Park (31),2019,Robbery,40
031,Yorkdale-Glen Park (31),2019,Theft Over,29
031,Yorkdale-Glen Park (31),2020,Assault,157
031,Yorkdale-Glen Park (31),2020,Auto Theft,87
031,Yorkdale-Glen Park (31),2020,Break and Enter,72
031,Yorkdale-Glen Park (31),2020,Robbery,40
031,Yorkdale-Glen Park (31),2020,Theft Over,18
031,Yorkdale-Glen Park (31),2021,Assault,161
031,Yorkdale-Glen Park (31),2021,Auto Theft,96
031,Yorkdale-Glen Park (31),2021,Break and Enter,64
031,Yorkdale-Glen Park (31),2021,Robbery,17
031,Yorkdale-Glen Park (31),2021,Theft Over,21
031,Yorkdale-Glen Park (31),2022,Assault,179
031,Yorkdale-Glen Park (31),2022,Auto Theft,197
031,Yorkdale-Glen Park (31),2022,Break and Enter,58
031,Yorkdale-Glen Park (31),2022,Robbery,32
031,Yorkdale-Glen Park (31),2022,Theft Over,43
031,Yorkdale-Glen Park (31),2023,Assault,207
031,Yorkdale-Glen Park (31),2023,Auto Theft,206
031,Yorkdale-Glen Park (31),2023,Break and Enter,155
031,Yorkdale-Glen Park (31),2023,Robbery,74
031,Yorkdale-Glen Park (31),2023,Theft Over,43
031,Yorkdale-Glen Park (31),2024,Assault,203
031,Yorkdale-Glen Park (31),2024,Auto Theft,114
031,Yorkdale-Glen Park (31),2024,Break and Enter,71
031,Yorkdale-Glen Park (31),2024,Robbery,68
031,Yorkdale-Glen Park (31),2024,Theft Over,58
031,Yorkdale-Glen Park (31),2025,Assault,168
031,Yorkdale-Glen Park (31),2025,Auto Theft,82
031,Yorkdale-Glen Park (31),2025,Break and Enter,55
031,Yorkdale-Glen Park (31),2025,Robbery,26
031,Yorkdale-Glen Park (31),2025,Theft Over,36
032,Englemount-Lawrence (32),2010,Assault,1
032,Englemount-Lawrence (32),2011,Assault,1
032,Englemount-Lawrence (32),2011,Theft Over,1
032,Englemount-Lawrence (32),2013,Assault,4
032,Englemount-Lawrence (32),2013,Break and Enter,2
032,Englemount-Lawrence (32),2013,Theft Over,1
032,Englemount-Lawrence (32),2014,Assault,80
032,Englemount-Lawrence (32),2014,Auto Theft,30
032,Englemount-Lawrence (32),2014,Break and Enter,43
032,Englemount-Lawrence (32),2014,Robbery,30
032,Englemount-Lawrence (32),2014,Theft Over,3
032,Englemount-Lawrence (32),2015,Assault,97
032,Englemount-Lawrence (32),2015,Auto Theft,20
032,Englemount-Lawrence (32),2015,Break and Enter,40
032,Englemount-Lawrence (32),2015,Robbery,13
032,Englemount-Lawrence (32),2015,Theft Over,2
032,Englemount-Lawrence (32),2016,Assault,123
032,Englemount-Lawrence (32),2016,Auto Theft,23
032,Englemount-Lawrence (32),2016,Break and Enter,56
032,Englemount-Lawrence (32),2016,Robbery,37
032,Englemount-Lawrence (32),2016,Theft Over,9
032,Englemount-Lawrence (32),2017,Assault,103
032,Englemount-Lawrence (32),2017,Auto Theft,35
032,Englemount-Lawrence (32),2017,Break and Enter,47
032,Englemount-Lawrence (32),2017,Robbery,22
032,Englemount-Lawrence (32),2017,Theft Over,9
032,Englemount-Lawrence (32),2018,Assault,107
032,Englemount-Lawrence (32),2018,Auto Theft,40
032,Englemount-Lawrence (32),2018,Break and Enter,54
032,Englemount-Lawrence (32),2018,Robbery,10
032,Englemount-Lawrence (32),2018,Theft Over,6
032,Englemount-Lawrence (32),2019,Assault,112
032,Englemount-Lawrence (32),2019,Auto Theft,24
032,Englemount-Lawrence (32),2019,Break and Enter,31
032,Englemount-Lawrence (32),2019,Robbery,15
032,Englemount-Lawrence (32),2019,Theft Over,7
032,Englemount-Lawrence (32),2020,Assault,99
032,Englemount-Lawrence (32),2020,Auto Theft,31
032,Englemount-Lawrence (32),2020,Break and Enter,33
032,Englemount-Lawrence (32),2020,Robbery,23
032,Englemount-Lawrence (32),2020,Theft Over,10
032,Englemount-Lawrence (32),2021,Assault,81
032,Englemount-Lawrence (32),2021,Auto Theft,38
032,Englemount-Lawrence (32),2021,Break and Enter,23
032,Englemount-Lawrence (32),2021,Robbery,7
032,Englemount-Lawrence (32),2021,Theft Over,7
032,Englemount-Lawrence (32),2022,Assault,84
032,Englemount-Lawrence (32),2022,Auto Theft,61
032,Englemount-Lawrence (32),2022,Break and Enter,15
032,Englemount-Lawrence (32),2022,Robbery,5
032,Englemount-Lawrence (32),2022,Theft Over,3
032,Englemount-Lawrence (32),2023,Assault,129
032,Englemount-Lawrence (32),2023,Auto Theft,72
032,Englemount-Lawrence (32),2023,Break and Enter,50
032,Englemount-Lawrence (32),2023,Robbery,17
032,Englemount-Lawrence (32),2023,Theft Over,7
032,Englemount-Lawrence (32),2024,Assault,106
032,Englemount-Lawrence (32),2024,Auto Theft,30
032,Englemount-Lawrence (32),2024,Break and Enter,23
032,Englemount-Lawrence (32),2024,Robbery,17
032,Englemount-Lawrence (32),2024,Theft Over,12
032,Englemount-Lawrence (32),2025,Assault,93
032,Englemount-Lawrence (32),2025,Auto Theft,27
032,Englemount-Lawrence (32),2025,Break and Enter,22
032,Englemount-Lawrence (32),2025,Robbery,9
032,Englemount-Lawrence (32),2025,Theft Over,4
033,Clanton Park (33),2006,Assault,1
033,Clanton Park (33),2007,Theft Over,1
033,Clanton Park (33),2011,Auto Theft,1
033,Clanton Park (33),2012,Assault,1
033,Clanton Park (33),2013,Assault,3
033,Clanton Park (33),2013,Break and Enter,1
033,Clanton Park (33),2013,Theft Over,2
033,Clanton Park (33),2014,Assault,69
033,Clanton Park (33),2014,Auto Theft,70
033,Clanton Park (33),2014,Break and Enter,60
033,Clanton Park (33),2014,Robbery,7
033,Clanton Park (33),2014,Theft Over,4
033,Clanton Park (33),2015,Assault,62
033,Clanton Park (33),2015,Auto Theft,29
033,Clanton Park (33),2015,Break and Enter,44
033,Clanton Park (33),2015,Robbery,8
033,Clanton Park (33),2015,Theft Over,5
033,Clanton Park (33),2016,Assault,55
033,Clanton Park (33),2016,Auto Theft,50
033,Clanton Park (33),2016,Break and Enter,41
033,Clanton Park (33),2016,Robbery,4
033,Clanton Park (33),2016,Theft Over,6
033,Clanton Park (33),2017,Assault,61
033,Clanton Park (33),2017,Auto Theft,27
033,Clanton Park (33),2017,Break and Enter,55
033,Clanton Park (33),2017,Robbery,13
033,Clanton Park (33),2017,Theft Over,5
033,Clanton Park (33),2018,Assault,83
033,Clanton Park (33),2018,Auto Theft,40
033,Clanton Park (33),2018,Break and Enter,51
033,Clanton Park (33),2018,Robbery,13
033,Clanton Park (33),2018,Theft Over,8
033,Clanton Park (33),2019,Assault,92
033,Clanton Park (33),2019,Auto Theft,43
033,Clanton Park (33),2019,Break and Enter,44
033,Clanton Park (33),2019,Robbery,10
033,Clanton Park (33),2019,Theft Over,6
033,Clanton Park (33),2020,Assault,80
033,Clanton Park (33),2020,Auto Theft,44
033,Clanton Park (33),2020,Break and Enter,33
033,Clanton Park (33),2020,Robbery,17
033,Clanton Park (33),2020,Theft Over,4
033,Clanton Park (33),2021,Assault,94
033,Clanton Park (33),2021,Auto Theft,89
033,Clanton Park (33),2021,Break and Enter,36
033,Clanton Park (33),2021,Robbery,12
033,Clanton Park (33),2021,Theft Over,8
033,Clanton Park (33),2022,Assault,115
033,Clanton Park (33),2022,Auto Theft,162
033,Clanton Park (33),2022,Break and Enter,40
033,Clanton Park (33),2022,Robbery,17
033,Clanton Park (33),2022,Theft Over,11
033,Clanton Park (33),2023,Assault,133
033,Clanton Park (33),2023,Auto Theft,155
033,Clanton Park (33),2023,Break and Enter,69
033,Clanton Park (33),2023,Robbery,16
033,Clanton Park (33),2023,Theft Over,9
033,Clanton Park (33),2024,Assault,129
033,Clanton Park (33),2024,Auto Theft,103
033,Clanton Park (33),2024,Break and Enter,43
033,Clanton Park (33),2024,Robbery,18
033,Clanton Park (33),2024,Theft Over,16
033,Clanton Park (33),2025,Assault,88
033,Clanton Park (33),2025,Auto Theft,28
033,Clanton Park (33),2025,Break and Enter,18
033,Clanton Park (33),2025,Robbery,15
033,Clanton Park (33),2025,Theft Over,15
034,Bathurst Manor (34),2003,Assault,1
034,Bathurst Manor (34),2006,Assault,1
034,Bathurst Manor (34),2006,Robbery,1
034,Bathurst Manor (34),2010,Assault,3
034,Bathurst Manor (34),2011,Assault,1
034,Bathurst Manor (34),2014,Assault,52
034,Bathurst Manor (34),2014,Auto Theft,37
034,Bathurst Manor (34),2014,Break and Enter,34
034,Bathurst Manor (34),2014,Robbery,9
034,Bathurst Manor (34),2014,Theft Over,2
034,Bathurst Manor (34),2015,Assault,48
034,Bathurst Manor (34),2015,Auto Theft,24
034,Bathurst Manor (34),2015,Break and Enter,30
034,Bathurst Manor (34),2015,Robbery,8
034,Bathurst Manor (34),2015,Theft Over,2
034,Bathurst Manor (34),2016,Assault,73
034,Bathurst Manor (34),2016,Auto Theft,24
034,Bathurst Manor (34),2016,Break and Enter,34
034,Bathurst Manor (34),2016,Robbery,11
034,Bathurst Manor (34),2016,Theft Over,5
034,Bathurst Manor (34),2017,Assault,51
034,Bathurst Manor (34),2017,Auto Theft,25
034,Bathurst Manor (34),2017,Break and Enter,37
034,Bathurst Manor (34),2017,Robbery,14
034,Bathurst Manor (34),2017,Theft Over,4
034,Bathurst Manor (34),2018,Assault,70
034,Bathurst Manor (34),2018,Auto Theft,38
034,Bathurst Manor (34),2018,Break and Enter,32
034,Bathurst Manor (34),2018,Robbery,10
034,Bathurst Manor (34),2018,Theft Over,4
034,Bathurst Manor (34),2019,Assault,60
034,Bathurst Manor (34),2019,Auto Theft,25
034,Bathurst Manor (34),2019,Break and Enter,22
034,Bathurst Manor (34),2019,Robbery,17
034,Bathurst Manor (34),2019,Theft Over,5
034,Bathurst Manor (34),2020,Assault,64
034,Bathurst Manor (34),2020,Auto Theft,46
034,Bathurst Manor (34),2020,Break and Enter,27
034,Bathurst Manor (34),2020,Robbery,7
034,Bathurst Manor (34),2020,Theft Over,7
034,Bathurst Manor (34),2021,Assault,57
034,Bathurst Manor (34),2021,Auto Theft,45
034,Bathurst Manor (34),2021,Break and Enter,18
034,Bathurst Manor (34),2021,Robbery,9
034,Bathurst Manor (34),2021,Theft Over,2
034,Bathurst Manor (34),2022,Assault,56
034,Bathurst Manor (34),2022,Auto Theft,80
034,Bathurst Manor (34),2022,Break and Enter,24
034,Bathurst Manor (34),2022,Robbery,18
034,Bathurst Manor (34),2022,Theft Over,8
034,Bathurst Manor (34),2023,Assault,88
034,Bathurst Manor (34),2023,Auto Theft,76
034,Bathurst Manor (34),2023,Break and Enter,42
034,Bathurst Manor (34),2023,Robbery,15
034,Bathurst Manor (34),2023,Theft Over,2
034,Bathurst Manor (34),2024,Assault,136
034,Bathurst Manor (34),2024,Auto Theft,53
034,Bathurst Manor (34),2024,Break and Enter,22
034,Bathurst Manor (34),2024,Robbery,6
034,Bathurst Manor (34),2024,Theft Over,11
034,Bathurst Manor (34),2025,Assault,49
034,Bathurst Manor (34),2025,Auto Theft,18
034,Bathurst Manor (34),2025,Break and Enter,17
034,Bathurst Manor (34),2025,Robbery,12
034,Bathurst Manor (34),2025,Theft Over,9
035,Westminster-Branson (35),2008,Theft Over,1
035,Westminster-Branson (35),2009,Assault,1
035,Westminster-Branson (35),2010,Assault,2
035,Westminster-Branson (35),2013,Assault,2
035,Westminster-Branson (35),2014,Assault,80
035,Westminster-Branson (35),2014,Auto Theft,29
035,Westminster-Branson (35),2014,Break and Enter,62
035,Westminster-Branson (35),2014,Robbery,13
035,Westminster-Branson (35),2014,Theft Over,5
035,Westminster-Branson (35),2015,Assault,98
035,Westminster-Branson (35),2015,Auto Theft,19
035,Westminster-Branson (35),2015,Break and Enter,68
035,Westminster-Branson (35),2015,Robbery,5
035,Westminster-Branson (35),2015,Theft Over,5
035,Westminster-Branson (35),2016,Assault,107
035,Westminster-Branson (35),2016,Auto Theft,24
035,Westminster-Branson (35),2016,Break and Enter,19
035,Westminster-Branson (35),2016,Robbery,10
035,Westminster-Branson (35),2016,Theft Over,6
035,Westminster-Branson (35),2017,Assault,102
035,Westminster-Branson (35),2017,Auto Theft,19
035,Westminster-Branson (35),2017,Break and Enter,41
035,Westminster-Branson (35),2017,Robbery,15
035,Westminster-Branson (35),2017,Theft Over,4
035,Westminster-Branson (35),2018,Assault,102
035,Westminster-Branson (35),2018,Auto Theft,34
035,Westminster-Branson (35),2018,Break and Enter,41
035,Westminster-Branson (35),2018,Robbery,15
035,Westminster-Branson (35),2018,Theft Over,3
035,Westminster-Branson (35),2019,Assault,101
035,Westminster-Branson (35),2019,Auto Theft,34
035,Westminster-Branson (35),2019,Break and Enter,39
035,Westminster-Branson (35),2019,Robbery,8
035,Westminster-Branson (35),2019,Theft Over,1
035,Westminster-Branson (35),2020,Assault,90
035,Westminster-Branson (35),2020,Auto Theft,49
035,Westminster-Branson (35),2020,Break and Enter,13
035,Westminster-Branson (35),2020,Robbery,17
035,Westminster-Branson (35),2020,Theft Over,6
035,Westminster-Branson (35),2021,Assault,96
035,Westminster-Branson (35),2021,Auto Theft,61
035,Westminster-Branson (35),2021,Break and Enter,25
035,Westminster-Branson (35),2021,Robbery,8
035,Westminster-Branson (35),2021,Theft Over,7
035,Westminster-Branson (35),2022,Assault,86
035,Westminster-Branson (35),2022,Auto Theft,84
035,Westminster-Branson (35),2022,Break and Enter,33
035,Westminster-Branson (35),2022,Robbery,14
035,Westminster-Branson (35),2022,Theft Over,10
035,Westminster-Branson (35),2023,Assault,121
035,Westminster-Branson (35),2023,Auto Theft,84
035,Westminster-Branson (35),2023,Break and Enter,27
035,Westminster-Branson (35),2023,Robbery,4
035,Westminster-Branson (35),2023,Theft Over,8
035,Westminster-Branson (35),2024,Assault,134
035,Westminster-Branson (35),2024,Auto Theft,61
035,Westminster-Branson (35),2024,Break and Enter,18
035,Westminster-Branson (35),2024,Robbery,10
035,Westminster-Branson (35),2024,Theft Over,12
035,Westminster-Branson (35),2025,Assault,106
035,Westminster-Branson (35),2025,Auto Theft,44
035,Westminster-Branson (35),2025,Break and Enter,11
035,Westminster-Branson (35),2025,Robbery,7
035,Westminster-Branson (35),2025,Theft Over,4
036,Newtonbrook West (36),2004,Assault,1
036,Newtonbrook West (36),2009,Assault,1
036,Newtonbrook West (36),2009,Theft Over,1
036,Newtonbrook West (36),2010,Theft Over,1
036,Newtonbrook West (36),2011,Assault,1
036,Newtonbrook West (36),2012,Assault,3
036,Newtonbrook West (36),2013,Assault,7
036,Newtonbrook West (36),2014,Assault,138
036,Newtonbrook West (36),2014,Auto Theft,49
036,Newtonbrook West (36),2014,Break and Enter,54
036,Newtonbrook West (36),2014,Robbery,27
036,Newtonbrook West (36),2014,Theft Over,9
036,Newtonbrook West (36),2015,Assault,122
036,Newtonbrook West (36),2015,Auto Theft,24
036,Newtonbrook West (36),2015,Break and Enter,42
036,Newtonbrook West (36),2015,Robbery,6
036,Newtonbrook West (36),2015,Theft Over,5
036,Newtonbrook West (36),2016,Assault,147
036,Newtonbrook West (36),2016,Auto Theft,47
036,Newtonbrook West (36),2016,Break and Enter,55
036,Newtonbrook West (36),2016,Robbery,18
036,Newtonbrook West (36),2016,Theft Over,7
036,Newtonbrook West (36),2017,Assault,119
036,Newtonbrook West (36),2017,Auto Theft,32
036,Newtonbrook West (36),2017,Break and Enter,86
036,Newtonbrook West (36),2017,Robbery,43
036,Newtonbrook West (36),2017,Theft Over,16
036,Newtonbrook West (36),2018,Assault,172
036,Newtonbrook West (36),2018,Auto Theft,51
036,Newtonbrook West (36),2018,Break and Enter,54
036,Newtonbrook West (36),2018,Robbery,28
036,Newtonbrook West (36),2018,Theft Over,10
036,Newtonbrook West (36),2019,Assault,166
036,Newtonbrook West (36),2019,Auto Theft,61
036,Newtonbrook West (36),2019,Break and Enter,53
036,Newtonbrook West (36),2019,Robbery,20
036,Newtonbrook West (36),2019,Theft Over,11
036,Newtonbrook West (36),2020,Assault,166
036,Newtonbrook West (36),2020,Auto Theft,61
036,Newtonbrook West (36),2020,Break and Enter,31
